trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 60.6749, 23.8878, 10, 1.6764, 80, 300, -2.8843, 2.3975, 0.7915, -1.6642, -0.3462, 1.3227, -2.4386, 1.4295, 0.5595
2, 52.9442, 20.8442, 10, 1.6764, 80, 300, -2.8831, 2.3989, 0.7922, -1.6887, -0.2700, 1.2722, -2.2326, 0.9881, 0.7844
3, 54.2901, 21.3741, 10, 1.6764, 80, 300, -2.8841, 2.3976, 0.7917, -1.6508, -0.3739, 1.3326, -2.2098, 0.9255, 0.8112
4, 39.0853, 15.3879, 10, 1.6764, 80, 300, -2.8635, 2.3909, 0.7986, -1.7050, -0.2211, 1.2410, -2.0062, 0.4137, 1.0337
5, 53.2161, 20.9512, 10, 1.6764, 80, 300, -2.8867, 2.4016, 0.7919, -1.6962, -0.2583, 1.2615, -2.2308, 0.9188, 0.8028
6, 52.4567, 20.6522, 10, 1.6764, 80, 300, -2.8748, 2.3958, 0.7952, -1.6841, -0.2799, 1.2759, -2.1795, 0.8490, 0.8394
7, 53.4096, 21.0274, 10, 1.6764, 80, 300, -2.8734, 2.3966, 0.7969, -1.6850, -0.2751, 1.2694, -2.1597, 0.7887, 0.8554
8, 52.3244, 20.6001, 10, 1.6764, 80, 300, -2.8736, 2.3967, 0.7967, -1.6821, -0.2788, 1.2706, -2.1426, 0.7416, 0.8776
9, 59.1094, 23.2714, 10, 1.6764, 80, 300, -2.8881, 2.4008, 0.7917, -1.6750, -0.3048, 1.2917, -2.8407, 2.4000, 0.1682
10, 61.4009, 24.1736, 10, 1.6764, 80, 300, -2.8871, 2.4021, 0.7917, -1.6442, -0.4016, 1.3563, -2.9093, 2.6046, 0.0558
