trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 32.1743, 12.6670, 10, 1.6764, 80, 300, -1.4973, 2.4230, 0.7975, -1.5428, -0.3679, 1.3202, -1.6510, 0.7838, 1.1436
2, 35.6304, 14.0277, 10, 1.6764, 80, 300, -1.4979, 2.4228, 0.7976, -1.5430, -0.3617, 1.3142, -1.6263, 0.4650, 1.2040
3, 32.2808, 12.7090, 10, 1.6764, 80, 300, -1.4974, 2.4229, 0.7976, -1.5398, -0.3829, 1.3243, -1.6262, 0.5961, 1.1900
4, 33.8362, 13.3213, 10, 1.6764, 80, 300, -1.4975, 2.4229, 0.7975, -1.5398, -0.3676, 1.3143, -1.6459, 0.7498, 1.1643
5, 40.0592, 15.7713, 10, 1.6764, 80, 300, -1.4976, 2.4228, 0.7976, -1.5410, -0.3636, 1.3113, -1.6314, 0.4686, 1.2182
6, 38.7921, 15.2725, 10, 1.6764, 80, 300, -1.4975, 2.4228, 0.7976, -1.5381, -0.3587, 1.3131, -1.6308, 0.5223, 1.2128
7, 44.1986, 17.4010, 10, 1.6764, 80, 300, -1.4973, 2.4230, 0.7975, -1.5366, -0.3506, 1.3056, -1.6137, 0.3085, 1.2448
8, 38.6452, 15.2146, 10, 1.6764, 80, 300, -1.4975, 2.4229, 0.7974, -1.5364, -0.3661, 1.3127, -1.6195, 0.4479, 1.2241
9, 35.2167, 13.8649, 10, 1.6764, 80, 300, -1.4965, 2.4231, 0.7989, -1.5354, -0.3943, 1.3266, -1.6145, 0.4895, 1.2232
10, 37.4951, 14.7618, 10, 1.6764, 80, 300, -1.4980, 2.4227, 0.7976, -1.5408, -0.3808, 1.3230, -1.6305, 0.5553, 1.2174
