trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 55.2921, 21.7686, 10, 1.6764, 80, 300, -1.4978, 2.4226, 0.7976, -1.5306, -0.4093, 1.3172, -1.5918, 0.1799, 1.3020
2, 112.9694, 44.4762, 10, 1.6764, 80, 300, -1.4976, 2.4227, 0.7976, -1.6467, -0.0514, 1.3342, -1.6659, 0.1454, 1.1829
3, 231.8104, 91.2639, 10, 1.6764, 80, 300, -1.4975, 2.4225, 0.7988, -1.5332, -0.3605, 1.2937, -1.5675, -0.2771, 1.3712
4, 99.9569, 39.3531, 10, 1.6764, 80, 300, -1.4977, 2.4226, 0.7977, -1.6529, 0.0361, 1.2932, -1.6878, 0.4101, 1.0359
5, 51.8817, 20.4259, 10, 1.6764, 80, 300, -1.4973, 2.4230, 0.7975, -1.5335, -0.3942, 1.3079, -1.5983, 0.1813, 1.2814
6, 52.2357, 20.5652, 10, 1.6764, 80, 300, -1.4977, 2.4226, 0.7976, -1.5288, -0.3641, 1.2893, -1.6032, 0.3064, 1.2665
7, 104.4368, 41.1169, 10, 1.6764, 80, 300, -1.4976, 2.4230, 0.7975, -1.6491, 0.0096, 1.3014, -1.6756, 0.3059, 1.0892
8, 59.8751, 23.5729, 10, 1.6764, 80, 300, -1.4976, 2.4226, 0.7979, -1.5311, -0.3826, 1.3013, -1.6033, 0.1773, 1.2910
9, 63.8610, 25.1421, 10, 1.6764, 80, 300, -1.4979, 2.4228, 0.7977, -1.5283, -0.3583, 1.2893, -1.6071, 0.2340, 1.2912
10, 52.2410, 20.5673, 10, 1.6764, 80, 300, -1.4977, 2.4226, 0.7976, -1.5268, -0.3716, 1.2973, -1.6154, 0.3678, 1.2645
