trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 19.0906, 7.5160, 10, 1.6764, 80, 200, -1.4976, 2.4228, 0.7976, -1.5342, 0.5971, 1.3024, -1.5829, 1.3991, 1.1344
2, 24.7069, 9.7271, 10, 1.6764, 80, 200, -1.4977, 2.4229, 0.7977, -1.5373, 0.6114, 1.3001, -1.6041, 1.6070, 1.1276
3, 21.0576, 8.2904, 10, 1.6764, 80, 200, -1.4980, 2.4227, 0.7977, -1.5311, 0.6084, 1.2919, -1.5795, 1.4198, 1.1413
4, 19.4270, 7.6484, 10, 1.6764, 80, 200, -1.4974, 2.4230, 0.7974, -1.5276, 0.5982, 1.3015, -1.5766, 1.6598, 1.1007
5, 24.3838, 9.5999, 10, 1.6764, 80, 200, -1.4975, 2.4229, 0.7975, -1.5327, 0.6129, 1.2902, -1.5921, 1.4105, 1.1505
6, 22.9594, 9.0391, 10, 1.6764, 80, 200, -1.4978, 2.4227, 0.7975, -1.5309, 0.6005, 1.2939, -1.5837, 1.4318, 1.1478
7, 21.9994, 8.6612, 10, 1.6764, 80, 200, -1.4978, 2.4228, 0.7977, -1.5298, 0.6202, 1.2846, -1.5904, 1.4867, 1.1246
8, 22.0437, 8.6786, 10, 1.6764, 80, 200, -1.4979, 2.4228, 0.7976, -1.5325, 0.6079, 1.2927, -1.6044, 1.5461, 1.1073
9, 17.8733, 7.0367, 10, 1.6764, 80, 200, -1.4980, 2.4228, 0.7977, -1.5328, 0.6186, 1.2877, -1.6076, 1.8636, 1.0240
10, 24.4496, 9.6258, 10, 1.6764, 80, 200, -1.4976, 2.4227, 0.7976, -1.5339, 0.6145, 1.2895, -1.5885, 1.3743, 1.1586
