trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 331.0665, 130.3411, 10, 1.6764, 80, 400, -1.4972, 2.4223, 0.7993, -1.7508, -1.4479, 1.3947, -1.8778, -1.5209, 1.3857
2, 53.8686, 21.2081, 10, 1.6764, 80, 400, -1.4974, 2.4225, 0.7983, -1.5336, -1.3736, 1.3343, -1.6127, -0.5481, 1.2964
3, 57.5782, 22.6686, 10, 1.6764, 80, 400, -1.4975, 2.4224, 0.7984, -1.5342, -1.3725, 1.3333, -1.6235, -0.5145, 1.2987
4, 47.9428, 18.8751, 10, 1.6764, 80, 400, -1.4977, 2.4222, 0.7985, -1.5319, -1.3725, 1.3284, -1.6114, -0.5401, 1.2713
5, 89.9074, 35.3966, 10, 1.6764, 80, 400, -1.4971, 2.4224, 0.7990, -1.5338, -1.3445, 1.3192, -1.5974, -0.8394, 1.3497
6, 170.8147, 67.2499, 10, 1.6764, 80, 400, -1.4973, 2.4224, 0.7988, -1.6446, -0.9662, 1.2923, -1.6653, -0.7868, 1.1562
7, 58.9577, 23.2117, 10, 1.6764, 80, 400, -1.4976, 2.4224, 0.7988, -1.5354, -1.3732, 1.3258, -1.6183, -0.6429, 1.2937
8, 62.6114, 24.6502, 10, 1.6764, 80, 400, -1.4971, 2.4223, 0.7986, -1.5359, -1.3655, 1.3222, -1.6199, -0.6603, 1.2978
9, 68.3707, 26.9176, 10, 1.6764, 80, 400, -1.4975, 2.4222, 0.7988, -1.5326, -1.3525, 1.3171, -1.6137, -0.6829, 1.3099
10, 72.0134, 28.3517, 10, 1.6764, 80, 400, -1.4978, 2.4223, 0.7987, -1.5304, -1.3469, 1.3155, -1.6082, -0.7123, 1.3172
11, 65.4220, 25.7567, 10, 1.6764, 80, 400, -1.4976, 2.4222, 0.7983, -1.5273, -1.3553, 1.3118, -1.6113, -0.6926, 1.2945
